Id,WhiteElo,BlackElo,Result,WhiteCastlingConsiderationTurn,BlackCastlingConsiderationTurn,WhiteBestMoveAtConsiderationTurn,BlackBestMoveAtConsiderationTurn
10710,2534,2342,1-0,7,"7,8,9,10,11,12,13,14,14",e1g1,"e7e6,e7e5,e7e6,g4h5,h5g6,f7g6,f8d6,e8f7,e8f7"
10717,2390,2528,0-1,8,7,e1g1,h7h6
10713,2455,2507,0-1,9,"11,12,13,14,15",g2g4,"b5b4,b5b4,b5b4,e5c4,c4a3"
10718,2651,2699,1/2-1/2,"8,9","6,7,8","e4d5,e1g1","b7c6,e8g8,c6d5"
10716,2581,2603,1-0,"6,7,8,9,10",7,"c3b5,c1e3,h2h3,d4d5,f3g5",e8c8
10723,2490,2581,0-1,5,5,e1g1,e8g8
10704,2668,2705,1-0,"4,5,6,7,8,9,10,11,12,13,14,15","5,6,7,8,9,10,11,12,12,13,13,14,14,15,15","f3g5,c2c3,g5e3,h4g3,c2c3,c2c3,e1g1,c2c3,c2c3,h2h4,f3d2,g5e6","h7h6,d7d6,d7d6,f6h5,f6h5,c5a7,f6h5,e8c8,e8c8,g5g4,g5g4,a7d4,a7d4,d4b5,d4b5"
10721,2571,2579,0-1,8,"9,10",b2b4,"e4f3,a7a5"
10722,2585,2750,1-0,"8,9,10",5,"d4c5,e1g1,e1g1",e8g8
10719,2745,2750,0-1,"9,10,11,11,12,12,13,13",7,"f1d3,d5e6,c4d5,c4d5,b2g7,b2g7,e1g1,e1g1",e8g8
10725,2525,2503,1-0,8,5,h2h3,e8g8
10727,2528,2547,0-1,4,4,c2c4,e8g8
10728,2559,2386,1-0,-,6,-,e8g8
10731,2567,2381,1-0,"6,7,8,9,9",10,"d4d3,c2c4,c1g5,e1c1,e1c1",e8g8
10724,2499,2513,0-1,"10,11","11,12,13,14,15","e3e4,e1g1","f8e7,c5c4,f8e7,b5b4,b7c8"
10720,2493,2505,1-0,"4,5,6,7,8,9,10,11","6,8,9,10,10","d2d3,e4f5,e4f5,d5e7,e4f5,c1g5,b5c6,e1g1","b4e7,e7b4,c8f5,f5d7,f5d7"
10732,2527,2434,1-0,6,"5,6",e1g1,"e8g8,e8g8"
10730,2576,2468,1-0,7,"4,5,6,7",b1c3,"b4e7,b7b6,b4d2,b4d2"
10733,2504,2463,1-0,5,5,e1g1,e8g8
10729,2610,2545,1/2-1/2,13,"6,7,8,9,10,11",b3b4,"e8g8,e8g8,e6d5,d5c5,c5d6,e8g8"
10726,2792,2792,0-1,6,"8,9,10,11,12,12",e1g1,"d7d6,c5d4,e8g8,b8d7,a8c8,a8c8"
10736,2476,2592,0-1,7,"6,7",a1b1,"e8g8,e8g8"
10734,2576,2428,1-0,"8,9",10,"b5e2,e1c1",e8g8
10735,2403,2540,0-1,"6,7,8,9,10,12,13,14,15",-,"d1d4,c4d3,d4f3,b3a4,c3a4,a4c5,e4e5,f3g5,d5c6",-
10739,2458,2533,1-0,14,"6,9,10,12,12",b1c3,"c5b4,d7d6,d5d4,e8c8,e8c8"
10741,2587,2512,1-0,9,4,e1g1,e8g8
10738,2489,2519,1-0,7,"9,10,11",e1g1,"d5c4,e8g8,e8g8"
10737,2691,2683,1-0,8,"11,12,13,14,15,15",e1g1,"e7f5,f5e7,h7h5,f8c5,h7h5,h7h5"
10740,2520,2561,0-1,"7,8",9,"d2d3,d2d3",b7b5
10743,2597,2531,1-0,6,5,e1g1,e8g8
10742,2641,2609,1/2-1/2,7,"4,5,6",e1g1,"e8g8,c8b7,e8g8"
10746,2601,2406,1-0,12,11,c4b3,e8g8
10748,2481,2515,1-0,"4,5,6,7,8",9,"e1g1,e1g1,d2d4,b5c4,d3d4",h7h6
10750,2556,2478,1-0,8,-,e1g1,-
10745,2540,2362,1-0,"11,12,12,13,13","12,13,14,14,15,15","f1d3,a2a4,a2a4,e1g1,e1g1","e5f6,g8h6,h8f8,h8f8,f6h5,f6h5"
10749,2513,2456,1-0,"5,6","7,8","c2c3,c1e3","c8g4,e8g8"
10744,2686,2636,1/2-1/2,"7,8,9,9,10,11,11,12,12,13,13,14,14,15,15",8,"e2e3,f1d3,f4g3,f4g3,d2f3,f4d6,f4d6,b3c2,b3c2,b3a4,b3a4,g5f6,g5f6,g5f6,g5f6",e8g8
10747,2471,2658,0-1,"12,13,13,14,14,15,15","9,10","g5e3,h2h4,h2h4,e1c1,e1c1,d2c3,d2c3","d8d6,d8d6"
10753,2481,2532,0-1,5,7,e1g1,a7a6
10754,2437,2523,0-1,4,7,e1g1,e8g8
10751,2706,2775,1/2-1/2,"10,14,15",4,"a1d1,c4c1,f3h4",d7d5
10755,2595,2556,0-1,6,6,d2d4,c6a5
10752,2807,2859,0-1,"9,10,12,12,13,13",4,"c4d5,f3d2,a2a4,a2a4,a4a5,a4a5",d7d6
10758,2728,2623,1-0,"4,5","6,7,8","b5a4,e1g1","b7b5,e8g8,e8g8"
10756,2518,2443,1-0,7,"5,6,7,8",h2h3,"b7b6,c8b7,h7h6,b8c6"
10760,2569,2580,0-1,8,7,c1e3,b8c6
10757,2510,2369,1-0,"5,6,7","9,11,12,13","f3d4,d4c6,c2c4","b8b2,b8b2,b2b8,e8g8"
10762,2386,2556,1-0,15,8,g5e3,e5e4
10761,2482,2500,1-0,"8,9","6,7,8,9","e4e5,d1b3","b4d2,e5d4,f6h5,e8g8"
10759,2702,2825,1-0,"6,7,8,9,10",13,"e1g1,c2c3,a2a4,e1g1,e1g1",g6e7
10766,2573,2549,1-0,7,7,e1g1,d7d6
10763,2701,2617,1-0,"7,8,9","5,6,7,8","b2b3,d2d4,d2d4","e8g8,e8g8,b7b5,d5c4"
10769,2576,2783,1/2-1/2,"4,5,6",11,"b5a4,a4b3,e1g1",g8e7
10770,2333,2639,1/2-1/2,6,5,d2d4,b8d7
10765,2677,2622,0-1,"4,5,6,7,8,9,10,11,12,13,14,15","5,6,7","f3g5,c2c3,a2a4,e1g1,e1g1,e1g1,b5c6,g5f6,c4e3,c4e3,b5a4,d3d4","d7d6,a7a6,e8g8"
10773,2574,2585,1-0,8,7,e1g1,e8g8
10771,2530,2529,0-1,"7,8",11,"d4e3,e1c1",e4f3
10768,2553,2497,1-0,"6,7,8,9,10,11,12,13,14,15",-,"d2d4,c4b3,c3b5,g2f3,b5d6,d6f7,c4a6,c4a6,c4a6,c4b3",-
10774,2462,2509,0-1,7,"4,5",e1g1,"d7d5,e8g8"
10764,2770,2861,1-0,"11,12,13","4,5,6,7,8,9,10,11,12,13,13,14,14,15,15","e1g1,e1g1,e1g1","d7d5,c7c5,d5e4,c6c5,b8c6,e7e5,a7a5,e7e5,b6d8,e7e6,e7e6,f6h7,f6h7,e6f5,e6f5"
10767,2382,2515,1-0,"8,9,10,11,12,13,14,15","6,7","h2h4,d5e6,d1c2,h2h4,f3d4,d1c2,b4c5,c3d5","c7c6,e7e5"
10777,2580,2592,0-1,8,-,d4b3,-
10772,2524,2453,1-0,"7,8,9,10,11","8,9","e5f6,f3g5,e2f3,c3e2,e1g1","g4f3,d8d6"
10776,2515,2614,0-1,6,"8,9,10,10,11,11",c1f4,"e7e6,f8d6,g4h5,g4h5,a8c8,a8c8"
10778,2570,2451,1-0,"4,5","9,10,11,12,12","b5a4,e1g1","d6e5,d8d1,c8g4,a8d8,a8d8"
10779,2451,2538,0-1,"4,5,6,7","6,7,8","d2d4,f3g5,e1g1,a4a5","e8g8,d7d6,e8g8"
10781,2307,2567,0-1,8,7,e1g1,c7c5
10783,2396,2526,0-1,6,"7,8,9,10",d2d4,"h7h6,d5c3,g7c3,e8g8"
10775,2594,2686,0-1,8,"7,8,9,10,10,11,11,12,12",f3e5,"b7b5,c8b7,e8g8,f6g4,f6g4,e8g8,e8g8,d5c4,d5c4"
10780,2521,2418,1/2-1/2,"10,11,13,14,14,15,15",9,"f1e2,b3c3,f1e2,c4d5,c4d5,a3a4,a3a4",c6c5
10786,2865,2838,1-0,"9,10,10",7,"h2h3,e1g1,e1g1",e8g8
10782,2510,2501,0-1,"4,5,6,7,8,9","10,11,12","e1g1,d2d3,d2d3,e1g1,c1e3,d1d2","f7f5,e8g8,e8g8"
10785,2366,2533,1/2-1/2,7,"8,9,10,11",e1g1,"g4h5,c6e5,b4c3,e8g8"
10789,2560,2467,0-1,"12,13","5,6,7,8,9","b4b5,e1g1","f6e4,e4g5,e7e6,e6d5,a7a5"
10784,2571,2514,1-0,"9,10","7,8,8","e1g1,e1g1","f8d6,h7h5,h7h5"
10787,2513,2554,1-0,"9,10,11,12,13,14",15,"g5f6,f4g5,h4g5,f3e3,f3e2,e3g1",c5b4
10791,2434,2519,1/2-1/2,"7,8,9","7,8","d2d3,f3e4,e1g1","f5e4,e8g8"
10788,2585,2516,0-1,"8,9,10,11",12,"e1g1,d4c5,d4c5,h2h4",a7a6
10793,2651,2713,1-0,"7,8,9,10,11",4,"e1g1,f3d4,d1c2,d1d2,e1g1",d7d6
10792,2593,2419,1-0,6,6,d2d4,b8c6
10790,2451,2523,1-0,"12,13","13,14,15","d1d2,e1g1","c5d4,b6b8,a6a5"
10796,2520,2448,1-0,4,8,c2c4,e8g8
10798,2548,2552,1-0,5,4,c2c4,d7d5
10800,2686,2681,1-0,7,8,e1g1,e8g8
10797,2488,2524,1-0,5,"10,11,12",d4c5,"e8g8,e8g8,e8g8"
10801,2636,2634,1/2-1/2,11,"10,11,11",e1g1,"f8d6,e8g8,e8g8"
10795,2591,2674,0-1,"8,9,9,10,10,11,11,12,12,13,14,14",7,"h2h3,h2h3,h2h3,f4e5,f4e5,f3e5,f3e5,c4d5,c4d5,c2c3,h1g1,h1g1",e8g8
10804,2562,2567,1/2-1/2,"5,6",6,"f3e5,b1c3",e8g8
10803,2543,2546,1-0,"4,5","5,6,7,8","f3g5,c2c3","d7d6,a7a5,e8g8,h7h6"
10799,2500,2399,1-0,"9,10,11,11","11,12,13","c2c4,g1e2,e1g1,e1g1","e7f5,b6d7,e7f5"
10802,2765,2493,0-1,"10,11,11,12,12,13,13,14,14,15,15",10,"g1e2,c4d5,c4d5,c4d5,c4d5,e1g1,e1g1,e3f4,e3f4,g2f1,g2f1",e8g8
10805,2582,2484,1-0,15,"12,13,13",f1c4,"e8g8,e8g8,e8g8"
10794,2558,2496,1-0,"9,10,11","8,9,10,11,12,13,14,15","e1g1,e1g1,e1g1","d7d6,e8g8,b8d7,f6d7,b7b6,c5c7,c7c4,d6e5"
10806,2440,2527,0-1,"4,5,6,7","6,7","d2d4,e1g1,e1g1,e1g1","a7a5,e8g8"
10807,2427,2519,1-0,6,"7,8",e4e5,"e8g8,e8g8"
10809,2531,2526,1-0,5,4,c2c4,d7d5
10812,2382,2512,0-1,"4,5","6,7,8","b5a4,e1g1","b7b5,e8g8,e8g8"
10810,2643,2653,0-1,8,10,c2c4,e8g8
10808,2492,2504,1-0,"11,12,14,15","11,12","a5c3,g1f3,f3e5,c3b4","f7f6,e8c8"
10811,2505,2375,1-0,"6,7",6,"b1c3,c1e3",d7d6
10815,2745,2713,1-0,"6,7",5,"e1g1,e1g1",e8g8
10817,2507,2459,0-1,"4,5","7,8","b5a4,e1g1","e8g8,e8g8"
10813,2462,2541,1-0,"7,8,9,10,11,12",-,"c1h6,e1g1,e2d3,e1g1,d1e2,e1g1",-
10816,2750,2721,1-0,-,"12,13,14,14",-,"c7d8,f8c5,d5d4,d5d4"
10820,2503,2527,1-0,"8,9,10,10","4,5","e2e3,f1e2,e1g1,e1g1","d7d5,e8g8"
10814,2627,2481,1-0,"7,8,9,10,11,12,13,14,15","6,7,10,11,12,13,14,15,15","h2h3,d1e2,e2e7,g2g4,f2f4,e5d7,d4e5,f4f5,c1f4","e8g8,g4e6,h5g6,f6e4,h5g6,h5g6,e7h4,e7h4,e7h4"
10819,2792,2604,1-0,"8,9,10",12,"c3d4,d4e5,b1c3",c6d4
10823,2520,2337,1-0,7,6,e1g1,e8g8
10821,2495,2532,1-0,8,"12,13,14,15",b1c3,"b8c6,b8c6,e8g8,d7f6"
10825,2828,2844,0-1,10,9,e1c1,e8g8
10826,2600,2437,0-1,"8,11,11","9,10","d4d3,e1g1,e1g1","b4c5,e8g8"
10824,2530,2417,1-0,"10,11,12","4,5,6,7","g1f3,e5f6,c3e4","f6d5,e8g8,d5b4,e8f8"
10818,2593,2577,1-0,"7,8,9,10,11,13,14,15","6,7,8,9,10,11,12,13,14,15","g5d2,h4g3,f2f3,h2h4,e2c4,f2f3,e2e3,h4h5","h7h6,d7d5,d7d5,f6e4,d5e4,b4c3,d8d5,b7a6,b8c6,b8c6"
10822,2353,2530,1-0,"14,15,15","7,8,9,10,11,12,12,13,13,14,14","a1c1,b3b4,b3b4","f6h5,c7c5,f6h5,e8g8,e8g8,b6b3,b6b3,f7f6,f7f6,g7f8,g7f8"
10829,2767,2690,0-1,"7,8,9,10",4,"a2a3,a2a4,e1g1,e1g1",d7d5
10828,2486,2652,0-1,"7,8,9","9,10,11,12","c1g5,c2c4,g5f6","b4c3,b8d7,d5c4,d8a5"
10831,2324,2517,0-1,-,8,-,d7d5
10832,2566,2663,0-1,-,10,-,e8c8
10827,2543,2502,0-1,"9,10,11,11,12,12,13,13,14,14,15,15",7,"h5e5,e1c1,e1c1,e1c1,e3f4,e3f4,c4b3,c4b3,e3c1,e3c1,e2b5,e2b5",e8g8
10833,2624,2862,1-0,"4,5",8,"e1g1,e1g1",e8g8
10835,2587,2422,1-0,4,5,c2c3,c6d4
10836,2481,2536,0-1,7,7,e1g1,e8g8
10830,2496,2563,1-0,"10,11,11,12,13,14,15",8,"g2g4,g2g4,g2g4,g2g4,d2e4,g4g5,d4e5",d6d5
10839,2416,2544,0-1,10,4,a2a4,e8g8
10834,2502,2541,1-0,10,"8,9,10,11,13,13",e1g1,"e8g8,e8g8,b4c3,e8g8,d6e5,d6e5"
10840,2366,2505,0-1,8,7,e1g1,e6d5
10841,2544,2537,0-1,6,5,e1g1,e8g8
10838,2552,2459,1-0,"12,13,14,15,15","14,15","b5c6,d1d4,d1d4,e5c6,e5c6","f8d6,g8e7"
10842,2502,2461,1-0,11,11,d2c4,d4e6
10844,2506,2535,0-1,"4,5,6,7,8,9","5,6,7","e1g1,d2d3,e1g1,c3a4,g2g4,g4g5","e8g8,a7a6,a7a6"
10845,2573,2626,0-1,7,10,c1d2,e8c8
10847,2948,2570,1-0,-,-,-,-
10846,2979,2810,1-0,"10,11,11,12,12,13,13",8,"g1f3,e1g1,e1g1,h4e7,h4e7,e1g1,e1g1",f6e4
10848,2732,2695,0-1,"10,10",10,"h2h3,h2h3",g4h5
10850,2477,2512,1-0,6,4,e1g1,c7c6
10837,2565,2504,1-0,"8,9,10,11,12,13,13,14,14,15","9,10,11,11","e1g1,b1d2,g5h4,d3c4,d3c4,e1c1,e1c1,e2f1,e2f1,d3c2","h7h6,g7g5,f6h5,f6h5"
10852,2635,2684,0-1,"6,7",-,"e4e5,c3b1",-
10849,2506,2506,0-1,"10,11,11",11,"d1e2,f3e5,f3e5",c6e7
10851,2506,2511,0-1,"4,5","9,10","b5a4,e1g1","c5e6,e8g8"
10843,2547,2395,0-1,"8,9,10,11,11,12,12","7,8,9,10,11,12,13,14,15","f1d3,a2a3,f1d3,h2h4,h2h4,e1g1,e1g1","e8g8,c8g4,a6c7,c7e6,e7f6,g7g6,e8g8,a8a1,e8g8"
10853,2709,2565,1-0,8,-,g1f3,-
10855,2598,2468,1-0,4,4,c2c4,e8g8
10854,2525,2443,0-1,10,10,d1e2,e8g8
10856,2558,2649,0-1,4,7,d2d4,e8g8
10857,2486,2633,1/2-1/2,7,7,d2d3,e8g8
10858,2773,2793,0-1,11,"12,13",e1g1,"e8g8,a6a5"
10862,2523,2564,1-0,-,9,-,e8g8
10864,2575,2612,0-1,6,6,a2a4,e8g8
10861,2741,2889,0-1,"8,9","10,11,12,13","b5c3,e1g1","f6d5,h7h6,g7f6,e8g8"
10859,2585,2522,0-1,"9,10","9,10,11,12,13","e1g1,c4f7","d7c5,d7e5,a5e5,e7f6,e8g8"
10865,2672,2516,1-0,9,8,e1g1,e8g8
10863,2541,2546,1-0,12,"4,5,6,7,8,9,10,11,13,14,15",e1g1,"d7d5,b7b5,d7d6,b5c4,b4c3,b8d7,d7b6,f6g8,e5f4,e7g6,b4c3"
10868,2544,2547,1-0,"10,11,11",8,"g1f3,e1g1,e1g1",f6e4
10866,2593,2512,0-1,"7,8,9,10,11","4,5","e1g1,e1g1,e3g5,g5c1,f3d2","d7d6,e8g8"
10867,2555,2495,0-1,"9,10,11,11","13,13","c2c4,g1f3,e1g1,e1g1","b4d2,b4d2"
10870,2506,2506,0-1,8,4,e1g1,e8g8
10860,2659,2541,1-0,"10,11,12,13,14,14,15,15","9,10,11,12,13,13,14,14,15,15","g2g4,h4g6,h2h4,e1f2,e1g1,e1g1,b3b6,b3b6","g4h5,h5g6,h7g6,a7a6,g6g5,g6g5,e7d6,e7d6,e7d6,e7d6"
10869,2522,2687,0-1,13,-,d1d4,-
10876,2553,2522,0-1,8,4,h2h3,e8g8
10871,2546,2397,1-0,"8,9,10",7,"e1g1,c1e3,d4d5",e8g8
10875,2538,2464,1-0,"8,9",13,"a2a4,e1g1",e8g8
10872,2735,2582,1-0,"10,11,11,12,12",8,"f1e2,e3d4,e3d4,e1c1,e1c1",e8g8
10878,2527,2678,0-1,7,8,c1e3,b7b5
10880,2520,2519,0-1,6,5,e1g1,c7c6
10873,2422,2618,0-1,6,"12,13,13,14,14,15,15",e1g1,"e5f4,e5f4,e5f4,c6e5,c6e5,e5d3,e5d3"
10877,2410,2554,0-1,5,"6,7,8",e1g1,"d7d5,f6e4,e8g8"
10874,2736,2666,1-0,"10,11,12,13,14,15",8,"a3b4,d1a1,c5c6,b4b5,g5f4,f4e5",e8g8
10881,2507,2420,0-1,8,"4,5",d4c5,"e8g8,c7c5"
10879,2464,2578,0-1,"7,8,9,9,10,10",7,"f2f3,d1d2,d4c6,d4c6,a1d1,a1d1",h7h6
10883,2555,2558,0-1,"7,8",-,"d4b3,d1e2",-
10886,2610,2593,1-0,7,10,b1c3,e8g8
10882,2537,2481,1-0,10,"13,14,15",f3e5,"d6c7,f5f4,e8g8"
10887,2568,2516,0-1,"9,10","4,5,6","e1g1,h2h4","d7d6,e8g8,b7b5"
10885,2310,2544,0-1,"6,7,8,9,10,11,12",12,"e1g1,e3d4,f3d2,c2c4,b1c3,c3d5,d2e4",d4e2
10884,2556,2427,1-0,"7,8","10,11,12,13","a2a4,e4e5","h7h6,e8g8,e8g8,e8g8"
10888,2603,2607,0-1,-,"10,11,12,13,14,15",-,"b8c6,e7f5,b8c6,e6f5,a4c2,a4c2"
10892,2528,2577,1-0,7,6,e1g1,e8g8
10890,2641,2492,1-0,6,"6,7,8,9,10",e1g1,"d7d6,d7d6,c8e6,e8g8,e8g8"
10891,2587,2630,0-1,"7,8,9,10,11,12,15,15","12,13,14","c2c3,f3d5,b1c3,b2b3,b2b3,d1d3,f2f4,f2f4","c5b4,a5d2,b7b6"
10894,2934,2641,0-1,5,4,d2d4,c7c5
10893,2457,2647,0-1,"9,10,11","10,11,12,13,14,15","d4e5,e1g1,b1c3","d8a5,c6a5,c6a5,a7a5,c6d4,b6d4"
10897,2523,2405,1-0,8,7,e1c1,h7h6
10899,2633,2622,1/2-1/2,4,8,d2d3,e8g8
10889,2582,2632,1-0,"10,11,12,13,14,15","8,9,10,11","e5f6,f4e5,b5c6,a4c6,g2f3,b1d2","f7f6,f6e5,f6e5,g4f3"
10900,2556,2629,1/2-1/2,8,6,e2g3,e8g8
10898,2550,2520,1-0,"9,10",6,"d5d6,d5d6",d7d6
10903,2707,2540,1-0,4,5,d2d4,e8g8
10902,2715,2491,1-0,"9,10",6,"e4d5,e1g1",e8g8
10895,2512,2384,1-0,"4,5,6,7,8,9,10,11,11","7,8,9,10,11,11","e1g1,c2c3,b2b4,h2h3,d1f3,c4f7,h2h4,h2h4,h2h4","g4f3,d6c5,b7b6,g8e7,e8g8,e8g8"
10904,2558,2542,1-0,7,8,e1g1,e8g8
10905,2656,2641,1-0,6,-,a2a4,-
10901,2698,2884,1/2-1/2,5,"12,13,14,14,15,15",e3e4,"b8c6,b7c6,e6f5,e6f5,d6c5,d6c5"
10896,2537,2654,0-1,-,"9,10,11,11,12,12,13,13,14,14,15",-,"d4d3,g8h6,c5f2,c5f2,e7f5,e7f5,d5e3,d5e3,f2e3,f2e3,b6a5"
10907,2726,2723,0-1,10,8,a2a4,e8g8
10906,2547,2534,0-1,"11,12,13,13",11,"a1d1,f1e2,e1g1,e1g1",e8g8
10909,2428,2592,0-1,"7,8,9,10,11,11",7,"e2e3,f1d3,g5h4,g1e2,h2h3,h2h3",e8g8
10912,2514,2542,0-1,8,8,e1g1,e8g8
10910,2481,2534,1-0,7,5,e1g1,e8g8
10913,2532,2387,1-0,4,"6,7",e1g1,"f6d5,e8g8"
10915,2500,2471,1-0,12,12,e1c1,e8c8
10908,2471,2536,1-0,"6,8,9,10,12,12,13,13,14,14","7,8","d1a4,d2b4,b5c4,c4d3,f3e5,f3e5,e2d3,e2d3,e1e2,e1e2","f6d5,b4d2"
10914,2500,2419,1-0,6,"9,10",h2h3,"d8c7,e8g8"
10911,2413,2517,0-1,"8,9","9,10","d1e2,e1g1","e8c8,a7a6"
10917,2560,2415,1-0,"9,10,10,11,11",7,"d1d2,e3d4,e3d4,e1c1,e1c1",a7a6
10916,2602,2572,1-0,"7,8,9",5,"e1g1,e1g1,e1g1",e8g8
10920,2525,2546,1-0,5,9,d2d4,h7h6
10923,2514,2627,0-1,-,"14,15",-,"b7d5,b5b4"
10924,2460,2506,1-0,"8,9,10",8,"h2h4,h6g7,h6g7",g7h6
10921,2630,2593,1-0,"7,8",9,"e1g1,e1g1",a3b2
10918,2749,2570,0-1,-,"7,8,9,10,11,12,12",-,"b8c6,d8c7,b8c6,b7b6,c8b7,c6b4,c6b4"
10919,2532,2509,1-0,7,"6,7,8,9,10,11,12,13,14,15",e3e4,"d5c4,e8g8,e8g8,d6b4,b4c3,c6c5,f6d5,c8b7,c5d4,d7e5"
10927,2470,2586,0-1,"4,5,6,7,8",7,"b5a4,e1g1,a4b3,e1g1,e1g1",d7d6
10922,2508,2583,1-0,"7,8,9,10,11,11,12,12,13,13","4,5,6","e2e3,f1d3,g5h4,g1f3,c2b3,c2b3,e1g1,e1g1,a1d1,a1d1","d7d5,e6d5,h7h6"
10925,2532,2599,1-0,8,7,a2a3,d7d6
10928,2549,2461,1-0,9,7,e3e4,a7a6
10926,2695,2704,1-0,5,"6,7,8,9,10,11",c2c4,"c7c6,e5e4,d6d5,c6d5,e4f3,e8g8"
10932,2633,2561,1-0,10,7,e1g1,e8g8
10931,2511,2531,0-1,7,5,e1g1,e8g8
10933,2435,2527,0-1,"6,7",12,"e1g1,d4c5",e8g8
10934,2608,2772,0-1,7,4,e1g1,c7c5
10936,2551,2487,0-1,10,5,d4c5,e8g8
10929,2702,2569,1-0,"13,14,14,15,15","9,10,11,12,13,14,15","f1g2,c4c5,c4c5,g3g4,g3g4","d7d6,e5c6,b4c3,b6c7,e6e5,b7b6,c8a6"
10938,2530,2565,1-0,"11,12,12,13,13","5,6","c4d5,d3c4,d3c4,c2e4,c2e4","h7h6,e8g8"
10940,2488,2646,0-1,"7,8",-,"b2b4,b1d2",-
10930,2665,2340,0-1,"13,14,15","10,11,12,13","a1c1,d2d8,a1c1","d7d6,b7b5,d7d6,d7c6"
10937,2509,2444,1-0,"7,8","9,10,11,12","b5c6,e1g1","e7f6,g4c8,d6f6,h5g6"
10935,2480,2592,0-1,15,"12,13,14,15",d1h5,"d6f8,f6f5,f5h3,e8c8"
10942,2534,2528,1/2-1/2,"8,9,10,11","9,10","f3d4,d4b3,e1g1,d5b6","c5b4,c8e6"
10944,2621,2466,1-0,6,"4,5",d2d4,"d7d5,e8g8"
10943,2595,2360,1-0,4,10,d2d4,e8g8
10941,2558,2715,0-1,"6,7",11,"e1g1,e1g1",e8g8
10946,2470,2537,0-1,7,-,e1g1,-
10947,2672,2558,1/2-1/2,9,4,e2g3,d7d5
10949,2549,2601,1-0,12,-,e1c1,-
10939,2629,2736,1-0,"9,10,11,11","5,6,7,8,9,10,11,12","d1e2,d1e2,e1c1,e1c1","e7f6,e8g8,e8g8,c7c5,c7c5,c7c5,c7c6,f6d5"
10948,2531,2371,1-0,"12,13,14,15,15","4,5","f2f3,g1f3,e1c1,h5g6,h5g6","d7d6,e8g8"
10945,2883,2730,0-1,"5,6,7,8,9,12,13,14,15,15","11,13,14,15,15","e4e5,e4d5,d1e2,d1d4,g5e4,d2b4,b4c3,b1c3,e1c1,e1c1","f6e4,f7f6,c8d7,e8c8,e8c8"
10951,2326,2681,1/2-1/2,"12,13,14,15",-,"d4e5,b1c3,c1f4,d1d3",-
10954,2540,2392,0-1,7,7,e4d5,e8g8
10952,2478,2505,0-1,"9,10,11,12,14","4,5","c4d5,a2a4,a2a4,g1e2,e1g1","d7d6,e8g8"
10956,2724,2509,1-0,"5,6",7,"d2d3,e1g1",e8g8
10953,2567,2513,0-1,"13,14,15,15",-,"e1c1,g2g3,e1c1,e1c1",-
10950,2534,2522,1-0,"7,8,9,10,11,12","8,10,11,12","c3e4,c2c4,e4d6,f2f4,e1g1,e1g1","c7c6,e7g6,d8h4,e8g8"
10955,2525,2432,1-0,"9,12,13,14,15",14,"d4d5,d4d5,d2c3,d4d5,c3g7",e6d5
10957,2488,2636,1-0,"11,12","5,6,7,8,9,10,11","g5e4,g2g3","e8g8,d5c4,g7g5,g7g5,h6g5,h6g5,b4c3"
10961,2506,2659,0-1,9,-,f2f3,-
10963,2649,2643,1/2-1/2,11,6,d1e2,b4c3
10958,2436,2608,1/2-1/2,"7,8,9","10,11,12,13,14,14,15,15","c4b3,e5d6,e1g1","d4c3,d6d7,f5g4,f8c5,g4f3,g4f3,g4h5,g4h5"
10965,2443,2520,0-1,7,10,b1a3,c5c4
10966,2542,2364,1-0,"8,9",5,"d3c4,e1g1",e8g8
10964,2520,2359,1-0,"12,13,14",9,"e1g1,a4a5,e1g1",e8g8
10960,2683,2814,0-1,"8,9","7,8,9,10,11,12,13,14,15","d3c4,d1d3","b4e7,b4e7,g7g5,h6h5,f6g4,d8g5,d8g5,h8g8,g5g7"
10969,2587,2577,0-1,6,6,e1g1,e8g8
10967,2629,2519,1-0,"8,9,10,11","8,9,11","h3f4,e4e5,f4g6,e1g1","d8c7,e6e5,e8g8"
10959,2511,2492,1-0,"8,9,10,11,12,13,14,14,15,15","6,7","e1c1,g1f3,g4h3,e1c1,g4g3,f3e5,f3g5,f3g5,e2f4,e2f4","b8c6,e8g8"
10962,2511,2375,1-0,"6,7,8,9,10,11,12,13,13,14,14,15,15","8,9,10,11,12,13,14","g2g4,g2g4,g4g5,g4g5,c3e4,f3g3,e1c1,d4d5,d4d5,e2c3,e2c3,e1c1,e1c1","f6e4,f6e4,d5e4,a8c8,e7d6,e6d5,e8g8"
10968,2584,2754,1-0,"8,9,10,10","8,9","e2e3,f1d3,e1g1,e1g1","h7h6,e8g8"
10972,2691,2709,1-0,"9,10","5,6","a2a4,e1g1","d7d6,h7h6"
10970,2517,2556,1-0,"8,9,9,10,10",10,"f2f4,h2h3,h2h3,g3g4,g3g4",b6b5
10971,2594,2430,1-0,"4,5,6","10,11,11","f3g5,e1g1,e1g1","d8d6,e8g8,e8g8"
10973,2527,2552,0-1,9,"8,9,10,11,12,13,14",e1c1,"d8c7,b8d7,b7b5,e7f6,d7b6,f6d4,h8h1"
10974,2476,2525,0-1,"4,5","7,8,9,9","b5d7,e1g1","e7e6,f8g7,e8g8,e8g8"
10977,2555,2523,1-0,"8,9",-,"e1g1,e1g1",-
10978,2603,2574,1-0,15,15,h3g5,e8c8
