Id,WhiteElo,BlackElo,Result,WhiteCastlingConsiderationTurn,BlackCastlingConsiderationTurn,WhiteBestMoveAtConsiderationTurn,BlackBestMoveAtConsiderationTurn
10457,2544,2616,1-0,-,5,-,c7c5
10458,2354,2510,1/2-1/2,7,8,c1e3,b8c6
10455,2572,2571,1-0,"6,7,8,9,10","4,5,6,7,8","c4f7,c4d3,d3e4,e1g1,e1g1","d7d5,e8g8,d6d5,d5e4,b8d7"
10461,2575,2666,0-1,6,12,e1g1,e8g8
10456,2694,2632,0-1,"7,8,9,10,11,12,13,14","14,15","c3d4,d3f5,b1c3,b1c3,g5e3,b1c3,g3f4,f3g1","g5f4,b6d4"
10449,2489,2581,0-1,"8,9,10,11,12,13,14","12,13,15","c3b5,c4c8,b5b7,f1b5,f3d4,f1c4,e1c1","f6f4,e6e4,d6d5"
10463,2487,2556,0-1,"9,10,10",-,"a2a4,a2a4,a2a4",-
10465,2575,2547,0-1,"9,10,10,11,11",7,"e1g1,f3e5,f3e5,e1c1,e1c1",b8d7
10459,2593,2552,1-0,"4,5,6,7,8,9","7,8,9,10,10,11,11,12,12,13,13","b5a4,e1g1,a4b3,e1g1,g4g5,c1e3","h7h6,c8g4,c6d4,g7g6,g7g6,f6g4,f6g4,g4g1,g4g1,e5d4,e5d4"
10468,2594,2653,1-0,-,-,-,-
10464,2600,2531,1-0,13,"9,10,11",a3c4,"d5d4,e6d5,d8a5"
10466,2576,2590,0-1,7,5,c1f4,e8g8
10470,2507,2504,1-0,6,9,e1g1,e8g8
10472,2548,2338,0-1,6,5,c3c4,e8g8
10462,2660,2442,1-0,"7,8,9,10,11,12,13,14,14,15,15","12,13,14,15","a2a4,g3f5,a2a4,e1g1,a2a4,f3g3,c1g5,e2f4,e2f4,e5e6,e5e6","f7f6,d8c8,b8a6,a6c7"
10471,2769,2577,1-0,"6,7,8,9,9","6,7,8","f3d2,e1g1,e1g1,e2e4,e2e4","d7d5,d8d5,b8d7"
10460,2384,2512,0-1,"6,7,8,9,10,11,12","5,6,7,8,9,10,11,12,13,14,15","g5h4,f1e2,d2f4,f4f2,h4g5,h4g3,d3d4","h7h6,e8g8,h5f4,g6g5,g7d4,d4g1,g5h4,b8c6,c6e5,d8b8,a8b8"
10467,2581,2522,1-0,11,"11,12,13,13,14,15",a1b1,"a7a5,c6a5,a8c8,a8c8,c6e5,c8c3"
10469,2502,2456,1-0,"11,12,13,14,15","11,14","g3f5,c1g5,d3c2,e1g1,e4f6","d6f8,e8g8"
10473,2736,2862,1-0,5,"7,8,9",d2d3,"c5d4,c5d4,d7d5"
10474,2544,2553,0-1,"7,8",5,"a2a4,h2h3",c7c6
10476,2529,2476,1-0,"5,6,7","11,12,12,14,14","b5c6,b5c6,b5c6","f6e4,d7e6,d7e6,e8g8,e8g8"
10477,2550,2488,1/2-1/2,"9,10,11,12,13,14,15",10,"d1c1,e1g1,e1g1,c4d2,a4a5,e3f1,c1e3",e8g8
10480,2622,2596,1-0,"5,6,7,8",8,"c3e4,c4d3,d3e4,d2d4",e8g8
10478,2547,2618,0-1,"10,11","7,8,9,10,11,12,13,14,15","h2h3,e1g1","e8g8,a6c7,a6c7,a6c7,c7d5,d8d7,e8g8,a7a6,e8g8"
10482,2440,2525,1-0,"9,10,11","4,5","e1g1,f4e5,e1g1","d7d6,e8g8"
10483,2755,2671,0-1,"5,6","8,9,10","d1e2,d1e2","c5d4,d8d6,e8g8"
10479,2712,2648,1-0,"10,11,12","7,8,9,10,11,12,12,13,13","c3e4,e1g1,e1g1","d5c3,d5c3,d5c3,d6e6,e8g8,e8g8,e8g8,e6d5,e6d5"
10485,2452,2508,1-0,"4,5,6","7,8,9,10","c2c4,b1c3,d2d3","e8g8,d7d6,e8g8,a8b8"
10475,2533,2528,0-1,"6,7,8,9,10,11,12","4,5,6,7,8,9,10,11,12,13,14,14,15,15","d2d4,g3g4,d2d3,a4c5,a4c5,d2d3,d2d3","c7c6,a7a5,b8c6,b8c6,f6g4,c8g4,c6d4,h4h3,e6h3,d8d7,g5e7,g5e7,g5e7,g5e7"
10484,2426,2527,1-0,"4,5,6,7,8,9,10","11,12,13,14,15","b5a4,a4b3,c2c3,a2a4,d2d4,c3d4,e1g1","h7h6,a6b5,b7a8,f6d7,f6g4"
10487,2498,2669,0-1,9,7,e1g1,b8d7
10489,2369,2552,1-0,6,5,d2d3,e5f4
10486,2452,2503,0-1,4,"8,9,10,11,12,12",e1g1,"e8g8,d8c7,b6b3,b6b3,b6b3,b6b3"
10490,2772,2732,1-0,10,4,e1g1,d7d6
10491,2472,2601,0-1,"4,5",6,"d2d4,c2c4",e8g8
10488,2392,2512,1/2-1/2,"6,7,8",7,"b1d2,b1d2,h2h3",g4h5
10492,2808,2700,0-1,"4,5,6,7",8,"e1g1,c2c3,d2d4,d1b3",d7d5
10481,2411,2500,0-1,"9,10,11,12,12,13,13,14,14","4,5,6,7,8,9,10","b1c3,e1g1,e1g1,d4e5,d4e5,f4g3,f4g3,b3c2,b3c2","c7c5,e8g8,e8g8,c7c5,e8g8,f6d5,e8g8"
10494,2557,2495,1-0,9,9,e1g1,e8g8
10493,2514,2396,0-1,"12,13",7,"f2f3,f2f3",e8g8
10496,2640,2520,1-0,"8,9,11,11,12,12,13,13","4,5","d4d5,e1g1,e3d2,e3d2,g2h3,g2h3,a2a4,a2a4","d7d6,c7c5"
10497,2586,2502,1-0,"4,5,6,7,8,9","10,11,12,13,14,15","f3g5,e4e5,c4b5,f3d4,b5c6,e1g1","e4g5,g5e4,f7f5,f7f5,g6f5,f7e6"
10500,2628,2618,1/2-1/2,"9,10,11",-,"e1g1,e1g1,e1g1",-
10495,2641,2463,1-0,"9,10,11,12,13,14,15,15","14,15,15","d1a4,d1b3,c3e2,d2d4,f3e5,f3e5,c3a2,c3a2","e8g8,e8g8,e8g8"
10498,2516,2479,0-1,"13,14,15","4,5,6,7,8,9","e1g1,a1a2,d1c2","c7c5,b8c6,b8c6,e6e5,e8g8,e8g8"
10501,2507,2426,1-0,"11,12,13,13",-,"b1c3,f3h4,g2g3,g2g3",-
10503,2516,2523,1-0,9,8,e1g1,e8g8
10502,2636,2491,0-1,8,8,d1e2,e8g8
10506,2486,2526,0-1,6,"6,7,8,9",e1g1,"e8g8,b8a6,d5c4,e8g8"
10507,2574,2451,0-1,11,11,e1g1,e8g8
10499,2743,2647,1-0,"7,8,9,10,10","11,12,13,14,15","e1g1,e2e4,e1g1,e1c1,e1c1","d8c7,f6e4,f7f6,f6g5,c7c6"
10505,2555,2502,1-0,10,"8,9",e1g1,"h7h6,b7b6"
10511,2777,2610,1-0,8,-,e1c1,-
10504,2503,2403,0-1,"12,13,14",-,"d1e2,g5f6,f5e3",-
10508,2365,2508,1-0,7,6,e1g1,c8f5
10512,2728,2730,1-0,9,7,e1c1,b8d7
10509,2566,2392,1-0,7,7,e1g1,g8f6
10510,2415,2552,1-0,"4,5,6","7,8,11","e1g1,d2d3,d2d3","e8g8,d7e5,e8g8"
10516,2700,2707,1/2-1/2,7,7,e1g1,e8g8
10514,2686,2802,1/2-1/2,8,"5,6",d1c2,"b4e7,d5c4"
10515,2400,2581,0-1,"10,11,12,12",-,"d2c3,d2c3,b2b4,b2b4",-
10517,2502,2397,0-1,11,"14,15",c3e2,"g7g6,c8d7"
10520,2638,2583,0-1,7,"8,9,10",e1g1,"e7c5,f6e4,e8g8"
10522,2535,2385,1/2-1/2,5,4,d2d4,c7c6
10519,2645,2630,0-1,"10,11,12,12",7,"d4d5,g2g4,a1d1,a1d1",b8c6
10518,2812,2709,0-1,"7,8","10,11,12,12,13,13,14,14,15,15","e1g1,e1g1","e6e5,c8g4,g4h5,g4h5,f6g4,f6g4,h5g4,h5g4,d6g6,d6g6"
10521,2421,2533,0-1,"4,5,6,7,8,9,13,15","5,6,7","e1g1,d2d3,a2a4,b1d2,e1g1,d3d4,f3d2,b3b4","d7d6,e8g8,h7h6"
10524,2596,2697,1-0,"7,8,9",13,"a2a4,c1e3,c1e3",d6c5
10523,2677,2672,1-0,"7,8",12,"g4f4,e1g1",f8e7
10525,2495,2566,0-1,9,7,g2g4,e8g8
10513,2396,2619,0-1,"7,8,9,10,11,12,13,13","4,5,6,7,8,9,10,11,12","g5h4,d4c5,h4g3,e1c1,g1f3,g1e2,h2h4,h2h4","d7d5,e6d5,h7h6,c7c5,e8g8,e8g8,d8a5,e4g3,b4c3"
10530,2419,2519,0-1,4,4,c2c4,e8g8
10528,2671,2664,1-0,4,6,e2e4,d6d5
10529,2613,2670,0-1,8,11,e1g1,c8d7
10526,2680,2964,0-1,"8,9,10,11","8,9,10","h2h4,a2a3,e2c3,h2h4","b4a5,b4c3,e8g8"
10531,2650,2731,0-1,"6,7,8",4,"b1c3,e1g1,e3e4",e8g8
10527,2472,2588,1-0,"12,13","10,11,12","h5h6,c3d5","f6g5,g7d4,g7h6"
10536,2788,2722,1-0,6,"14,15",f3e5,"f7e6,d8d1"
10532,2426,2580,1/2-1/2,"8,9,10,12,13,14,15",12,"c4b5,f3e5,d4e5,e1g1,c1e3,f3c6,c1e3",g7g6
10533,2500,2439,1/2-1/2,"10,12,13,14,14",8,"e1g1,d3e2,f1e3,e1g1,e1g1",e8g8
10539,2666,2571,1-0,10,"8,9,10",d1d2,"b8c6,c8b7,e8g8"
10538,2567,2392,1-0,7,"4,5,6,7",f4h2,"d7d6,c7c5,d8b6,f6e4"
10534,2331,2586,0-1,7,"8,9,10,10,11,11,12,12",e1g1,"c6d4,d8d7,f5h3,f5h3,e8g8,e8g8,e8g8,e8g8"
10540,2468,2505,1-0,9,"5,6,7,8,9",d1c2,"e6d5,e8g8,h7h6,b4c3,c5c4"
10543,2676,2588,1-0,11,-,c4d3,-
10535,2523,2470,1-0,"7,8,9,10,11,12,13,13,14,14,15,15","13,14,14","e1g1,e4e5,e4e5,e4e5,c3d4,d1b1,a4a5,a4a5,c3d4,c3d4,c3d4,c3d4","g8h6,h6f7,h6f7"
10542,2583,2412,1-0,"6,7","8,9","a2a4,h2h3","e8g8,e8g8"
10545,2460,2554,1-0,-,-,-,-
10541,2683,2595,1-0,"7,8,9,10,11","4,5,6,7,8,9","d4c5,e2d4,d4b5,d2d6,e1c1","c7c5,b8d7,c7c5,c5d4,e7e5,e5f4"
10548,2358,2506,0-1,7,"4,5",e1g1,"d7d6,e8g8"
10544,2492,2526,0-1,"9,11,11,12,12,13,13","12,13,13","f1d3,b5c6,b5c6,e1g1,e1g1,f3d3,f3d3","g8f6,f6e4,f6e4"
10546,2490,2501,0-1,"4,5,6,7,8,9,10,11",11,"f3g5,e4d5,c4b5,d5c6,b5d3,g5e4,d3e4,d2d3",e8g8
10537,2544,2619,0-1,"12,13,14,14,15","7,8,9,10,11,12,13,14,15,15","e2e3,f1e2,a1d1,a1d1,c3b5","d7d6,g5g4,g7e5,d8f6,c8e6,d8e7,d8e7,c7c6,c7c6,c7c6"
10550,2719,2582,0-1,"6,7,8",12,"c2c4,c2c4,e5d6",d8d5
10552,2529,2513,1-0,"9,10,10",8,"g5f4,e1g1,e1g1",h7h6
10547,2559,2471,1-0,"9,10",15,"e1g1,e1g1",g7g6
10549,2700,2531,1-0,7,8,c1f4,e8g8
10553,2623,2711,0-1,6,"7,8",h2h3,"c7c6,e8g8"
10557,2621,2581,1/2-1/2,9,4,e3e4,e8g8
10555,2550,2449,0-1,"10,11","4,5,6,7,8,9,10","c1e3,e1g1","e8g8,d7d5,d7d5,b4e7,e8g8,e8g8,e8g8"
10556,2351,2543,0-1,7,"5,6",e1g1,"d7d6,b7b5"
10554,2479,2563,0-1,"9,10,11","5,6,7,8","h2h4,f1d3,e1d2","h7h6,b4c3,f6e4,g7g6"
10559,2523,2569,0-1,8,8,a2a4,e8g8
10558,2522,2542,0-1,"4,5,6,7,8,9,10,10,11,11",11,"e1g1,d1d4,b5e2,e1g1,d4d3,f3d2,f3d2,f3d2,f3d2,f3d2",d7e6
10551,2509,2480,1-0,"8,9,11,12,13,14,15","4,5","e1c1,e3h6,e2c4,e1g1,c1e2,e1g1,c1d3","d7d6,e8g8"
10563,2426,2517,0-1,9,7,e1c1,a7a6
10561,2498,2520,0-1,12,-,e1g1,-
10562,2567,2500,1-0,5,-,c2c4,-
10566,2588,2490,1-0,4,-,d2d3,-
10568,2447,2539,0-1,6,6,e1g1,e8g8
10564,2504,2375,1-0,9,7,a2a4,e8g8
10565,2340,2740,0-1,"6,7","9,10","d4b3,d1e2","a7e3,a7e3"
10570,2439,2539,1-0,6,9,d2d4,e8g8
10560,2504,2470,1-0,"7,8","9,10,11,12,13,13","d1b3,e2e4","h6h5,h3g2,f7f5,e8c8,e8c8,e8c8"
10567,2506,2327,1-0,7,"10,11,12",c1f4,"b7f3,b8d7,b8d7"
10571,2431,2569,0-1,"8,9,10,10,11,11,12,12,13",-,"g1f3,g1f3,g5f6,g5f6,e1c1,e1c1,e1c1,e1c1,a2a3",-
10569,2557,2547,1-0,"4,5,6,7,8,9,10,11,12","9,10,10,11,11","e1g1,d2d3,h2h3,a2a4,b1d2,f3g5,f3g5,d1e2,a3c4","g8f6,b7b6,b7b6,e8g8,e8g8"
10573,2447,2536,0-1,"4,5",12,"c2c4,f3e5",e8g8
10574,2537,2519,1-0,"7,8,10,10","5,6","e2e3,f1d3,f3d2,f3d2","h7h6,b4c3"
10572,2337,2729,0-1,"14,15","10,12,13","c4a6,e1g1","b6d5,b6d5,a6c4"
10575,2631,2564,1/2-1/2,"8,9,9",7,"f1e2,a2a3,a2a3",e8g8
10577,2553,2398,1-0,8,-,e1g1,-
10582,2555,2489,0-1,"4,5,6,7,8,9,10,11",7,"d2d4,f3d4,d1b3,c4d3,c4b3,c3e4,c4d3,d3e4",f6e4
10578,2535,2411,1-0,"6,7,8","10,11,12,13","d4c6,b1d2,b1c3","d7d5,c6d5,f6d5,b7d5"
10580,2538,2427,1-0,"13,14,15",7,"c4d5,b2b4,c1b2",c7c6
10583,2349,2511,0-1,7,4,e1g1,d7d5
10581,2642,2564,1-0,"9,10,11,11,12,12,13,13,14,14,15,15","4,5,6","e1g1,d4d3,d4a4,d4a4,g5e7,g5e7,g5e7,g5e7,f3d4,f3d4,d2e3,d2e3","e8g8,e5e4,e8g8"
10576,2575,2708,0-1,"12,12","9,10,11,11,12,12,13,13,14,14,15,15","h2h3,h2h3","e8g8,e8g8,b6c7,b6c7,f6g4,f6g4,b4d6,b4d6,d6e5,d6e5,e5f4,e5f4"
10585,2625,2532,1-0,8,6,c1e3,b8c6
10584,2617,2488,1-0,"4,5","7,8,9,10","b5a4,e1g1","d7d6,e8g8,e8g8,e6d5"
10587,2657,2707,0-1,5,5,e1g1,e8g8
10579,2646,2624,0-1,"9,10,11,12,13,13","12,13,13","f2f4,c2c4,d1g4,c3e2,e1c1,e1c1","e8c8,e8c8,e8c8"
10588,2590,2320,1-0,10,8,c1g5,e8g8
10589,2814,2685,1-0,"8,9","10,11,12,13","f3d4,e1g1","e8g8,d7g4,d7f5,e8g8"
10593,2629,2503,0-1,8,-,e1g1,-
10592,2333,2504,1-0,"9,10,11,11,12,12,13,13",12,"f1c4,f1c4,c4b3,c4b3,e1c1,e1c1,g4g5,g4g5",d8a5
10586,2462,2530,1-0,"10,10,11,11","6,7,8,9,11,12,13,14","b5c6,b5c6,a2a3,a2a3","b4c3,b8c6,e8g8,c5d4,c5d4,b4e7,e8g8,e8g8"
10594,2679,2588,0-1,13,"10,11,11,12",e1g1,"f8g7,d7c8,d7c8,e8g8"
10597,2611,2614,1/2-1/2,4,"4,5",c2c4,"e8g8,e8g8"
10591,2475,2505,0-1,10,"6,7,8,9,10,11,12,13,13,14,15",e1c1,"e7f6,b8d7,a7a6,b7b5,d8d6,b8d7,c8b7,b5b4,b5b4,b5b4,e8c8"
10598,2503,2408,1-0,6,6,e1g1,e8g8
10590,2619,2714,1-0,"7,8,9,10,11,11,12,13,14,15",15,"h2h3,d2d3,e1g1,g5e3,a2a4,a2a4,g5e3,b2b3,g5f4,e4e5",b5b4
10599,2535,2505,0-1,5,5,c2c4,e8g8
10600,2560,2555,0-1,9,"10,11,12",e1g1,"f6d5,b4d5,d6e5"
10601,2480,2507,0-1,"12,13,14",6,"g3h4,f3e3,d4e2",f6e4
10602,2575,2388,0-1,"8,9,10,11,11",4,"a2a3,a1d1,f1e2,e1g1,e1g1",d7d5
10596,2506,2400,1-0,"7,8,9,10,11,12,13,14,15",15,"d1e2,d1e2,c3e4,c3e4,d3e4,e4d3,d3a6,a6b5,c1d2",d8b6
10595,2517,2531,1-0,"6,7,8,9,10,11,11","5,6,7,8,9,10","g1f3,d4e5,d4e5,g2g4,e1c1,g4g5,g4g5","c7c6,e8g8,e5d4,e8g8,e8g8,e8g8"
10604,2443,2523,1-0,"7,8","4,5","f3d4,d4c2","d7d5,c5d4"
10608,2504,2484,0-1,7,6,e1g1,c7c6
10609,2611,2650,0-1,"4,5","6,7","b5a4,e1g1","b7b5,e8g8"
10606,2496,2513,1-0,"6,7,8",11,"c4d5,d2d4,e1g1",d5e4
10607,2687,2743,0-1,"9,10",10,"e3c5,e1g1",d8b6
10603,2387,2519,1-0,"6,7,8,12,13,13,15",9,"d3e4,f2f3,g2f3,b1a3,e3f2,e3f2,f2f3",e5e4
10612,2408,2504,1-0,9,8,e1g1,e8g8
10611,2432,2532,0-1,9,10,e4e5,d7b5
10605,2641,2730,0-1,"7,9,10,11,12","9,10,11,12,13,13,14,14,15","c4b3,c5d6,e1g1,c4e2,c4e2","d6c5,c5d6,b7b5,e8g8,e8g8,e8g8,e8g8,e8g8,e8g8"
10613,2512,2646,1-0,8,13,c1b2,e8g8
10616,2533,2458,1-0,5,6,d2d4,f6e4
10610,2699,2522,1-0,"9,10,11,12",12,"d4f4,e1g1,d4d6,a2a4",f7f6
10617,2503,2502,1-0,"7,8,9",5,"d4c5,c5d6,e1g1",e8g8
10614,2520,2350,1-0,6,"9,10,12",e1g1,"a7a5,d7f8,c8e6"
10618,2543,2378,0-1,9,8,d4c5,a7a6
10615,2609,2648,0-1,4,"7,8",c2c4,"d7d5,d5d4"
10623,2503,2629,1/2-1/2,"4,5","6,7","b5a4,e1g1","b7b5,e8g8"
10619,2543,2498,1-0,9,-,e1g1,-
10621,2562,2517,0-1,7,7,e1g1,e8g8
10624,2748,2579,1-0,5,"10,11",e5d6,"g4h5,e8g8"
10626,2438,2539,0-1,6,"7,8",e1g1,"d7d5,e6e5"
10622,2496,2540,1-0,"6,7,8,9,10,11,12,13","12,13","c1b2,e1g1,e1g1,e2d4,d4c6,d2c4,e1e2,e1e2","g7f6,d8d2"
10627,2496,2633,1-0,"7,8,9,10,11",8,"b5d7,d4c5,b5d7,e3d4,b5d7",e8g8
10629,2600,2620,0-1,12,10,e1g1,e7b4
10625,2465,2503,1-0,"8,9,10,11,12","12,13,14,14,15,15","f3e5,e4e2,c4b3,d2d4,a2a4","e8g8,e8g8,e8g8,e8g8,f6d5,f6d5"
10620,2455,2543,1-0,"8,9,9,10,10","10,11,12,12,13,13,14,14,15,15","d1d4,b5d7,b5d7,c3d5,c3d5","d7c6,e6e5,e6e5,e6e5,d6e5,d6e5,c7b7,c7b7,d7c6,d7c6"
10628,2672,2481,1-0,"10,11","7,9,10","d4d5,e1c1","d8f6,b4c3,e8g8"
10632,2553,2532,1-0,6,5,e1g1,e8g8
10631,2800,2785,0-1,"13,14,15","10,11,12","a3c2,c2e3,d5e7","e7f6,f6g5,e8g8"
10630,2841,2566,1-0,9,14,a1f6,d6b8
10633,2636,2390,1-0,"7,8","4,5","d4d5,h2h4","d7d6,e8g8"
10635,2395,2547,1/2-1/2,"7,8,9,10,11","4,5","e1g1,f3d4,c1e3,e3d4,d1d3","d7d5,e8g8"
10636,2513,2421,0-1,"9,10,10",8,"f1d3,e1g1,e1g1",f6h5
10634,2508,2369,1-0,"7,8",14,"c4d5,c1g5",a8c8
10637,2509,2652,1/2-1/2,"7,8,9,10",5,"b3c4,a2a4,c4e2,e1g1",e8g8
10638,2585,2335,1-0,"4,5,6,7,8,9","7,8,9","b5a4,e1g1,a4b3,e1g1,a4a5,b3a4","b5b4,e8g8,d7d6"
10641,2618,2515,1-0,"8,9,10",11,"c3d4,e5f6,e1g1",e8g8
10644,2797,2864,0-1,5,6,c2c4,d7d5
10645,2541,2366,0-1,8,9,d1e2,e8g8
10640,2362,2505,1-0,"8,9,9,10",5,"f1e2,d4d5,d4d5,h2h3",h7h6
10643,2642,2530,0-1,"4,5,6,7","12,13","e1g1,d2d3,d2d3,a2a4","b7b6,e7d8"
10639,2656,2602,0-1,"7,8,9,10,11,12,13,14,15","7,8","e1g1,e1g1,e1g1,d1e2,b5c6,b5a4,e1e2,a4c6,e1g1","d6c5,c8d7"
10642,2521,2449,1-0,"7,8,9,10,11,12,13,14,15","4,5","e1g1,e1g1,f3d2,g2g4,h2h3,a3b4,d1a1,a1a3,e2g4","d7d6,e8g8"
10648,2476,2530,1-0,"11,12,13,15,15",-,"c3d4,b1c3,d2b4,g3e2,g3e2",-
10651,2518,2443,1-0,"8,9",8,"f2f3,e1c1",h7h5
10650,2586,2483,1-0,"7,8,9",9,"b5d7,d2d3,e1g1",e8g8
10646,2571,2577,0-1,"6,7,8,9","9,10,10,11,11,12,12,13,13,14,14","d3f5,d1d3,e5d3,c2c4","f6e4,e7e6,e7e6,c7c6,c7c6,c6d5,c6d5,d6c7,d6c7,d7f6,d7f6"
10649,2453,2501,0-1,"6,7,8,8","8,9,10,11,11","b5c6,e4e5,e4e5,e4e5","c8d7,d7c6,d8a5,a8c8,a8c8"
10653,2645,2519,1/2-1/2,8,7,e1g1,h7h6
10652,2329,2698,0-1,"8,9","8,9","e1g1,e1g1","b7c6,e8g8"
10656,2527,2577,0-1,"7,8",10,"c4b3,f2f4",d8c7
10655,2532,2364,1/2-1/2,"14,15",7,"h5g6,h5g6",e8g8
10647,2499,2500,1-0,"6,7,8,9,10,11,12,13,14,15",8,"e2e4,b1c3,e1g1,e1g1,e1g1,a3c2,e1g1,e1g1,e1g1,f3f4",f5e6
10660,2530,2456,1-0,"9,10,10",7,"e1c1,e1c1,e1c1",a7a6
10658,2386,2538,0-1,"8,9,9","9,10","d4c6,e1c1,e1c1","c8d7,c8d7"
10659,2506,2476,0-1,"9,11",11,"d1d3,c2c4",a8c8
10661,2612,2525,0-1,"6,7,8",5,"e1g1,e1g1,e1g1",e8g8
10657,2544,2633,0-1,"7,8,9,10,11,12,13,13,14,14,15,15","13,14,15,15","g1f3,c3d1,f1d3,h4h5,d2d3,e1c1,e1c1,e1c1,e2f4,e2f4,e1c1,e1c1","c6a5,d8a5,e8c8,e8c8"
10662,2459,2514,1/2-1/2,"7,8",7,"c3e2,e1g1",e8g8
10665,2511,2506,0-1,10,6,e1c1,b8c6
10666,2518,2478,1-0,6,6,e1g1,b8c6
10663,2536,2370,1-0,"9,12,13,14,15",11,"e2e3,g5h4,e2d3,a2a3,h2g3",e8g8
10654,2533,2447,1-0,"11,12","5,6,7,8,9,10,11,12,13,14,15","f4f5,e1g1","f6d7,b4e7,e8g8,h7h5,c7c5,c6a5,c7c5,c7c6,a6b7,a5c6,a5c6"
10667,2750,2488,1-0,"5,6,7",9,"e4d5,e1g1,f3d4",c8g4
10664,2560,2672,0-1,4,"9,10,11,12,13,14,15",c2c4,"d5e4,f6e4,f6g4,d7c5,e4c3,e4c3,e8g8"
10668,2565,2601,1-0,"9,10,11",9,"c1g5,h2h3,e1g1",e8g8
10672,2462,2540,0-1,7,8,e1g1,a7a5
10670,2763,2715,1/2-1/2,"10,11",9,"e1g1,e1g1",c8e6
10669,2690,2427,1-0,"10,11,12,13,14,14","8,9","a4a5,g2g4,g4g5,g4g5,e5d7,e5d7","e7b4,a7a5"
10674,2699,2861,0-1,9,"10,11,11,12,12",e1g1,"d7b6,b6b3,b6b3,e8g8,e8g8"
10676,2496,2502,1-0,13,"13,14,15",d2a5,"e8g8,d8e7,g5g4"
10675,2428,2541,0-1,"8,9,10,10",10,"f3e5,h2h3,e1g1,e1g1",e8g8
10679,2533,2524,1-0,7,"4,5",e1g1,"d7d6,e8g8"
10671,2456,2518,0-1,5,"6,7,8,9,10,11,12,13,14,15",c2c4,"b8c6,f6e4,f6e4,b7b5,d5e4,h5h4,e4e3,h4g3,e7b4,d8f6"
10680,2433,2624,1-0,8,4,c4f7,d7d6
10673,2465,2597,0-1,"7,8,9,10,11,12,13",8,"e4d5,b1c3,b1c3,d1d8,f3e4,f3e4,h1g1",h7h6
10677,2513,2590,1-0,"8,9,10,11,12,13,14",-,"e1g1,e2f3,d1e2,b7a6,d1d2,d5b3,e1g1",-
10681,2557,2409,1-0,"4,5,6,7",7,"e1g1,b5d3,d2d3,d2d3",e8g8
10683,2603,2591,0-1,"11,12,12,13,13",5,"d1d2,g5e3,g5e3,h6e3,h6e3",a7a6
10678,2564,2573,1-0,"7,8,9,10,11,12,13,14,15","10,11,12,13,14,15,15","f3e5,g2g4,h2h4,e5d7,h4h5,e1g1,c4d5,d1d3,d1d3","f6d7,g6e4,e4d5,c6d5,f8a3,e8g8,e8g8"
10685,2602,2567,0-1,5,"9,10",e1g1,"e8g8,d8c7"
10686,2534,2356,1-0,"6,7,8",-,"g4e4,e4e3,d3f3",-
10689,2477,2531,0-1,6,4,e1g1,d7d5
10687,2508,2385,1-0,"4,5",9,"e1g1,a2a4",e8g8
10688,2742,2779,0-1,6,8,e1g1,e6e5
10690,2517,2404,1-0,6,5,d2d4,c7c5
10682,2575,2365,0-1,"6,7,8","11,12,13,14,15,15","c2c4,f3e5,d2e4","d5e7,h7h6,f8c5,f8b4,a5a4,a5a4"
10684,2517,2517,1-0,"4,5,6,7,8,9,10,11,12,13,14,15",-,"b5a4,a4b3,c2c3,a2a4,c3d4,h2h3,f3g5,d5f7,c2b3,b3b4,e1g1,b4b3",-
10693,2481,2589,0-1,-,8,-,e8g8
10691,2584,2566,0-1,"9,10",12,"f3d4,e1g1",e8g8
10695,2551,2636,1/2-1/2,4,8,e1g1,e8g8
10697,2556,2483,1-0,"10,11",5,"a2a3,e1g1",e8g8
10700,2574,2653,0-1,"7,8",4,"c2c3,e1g1",d7d6
10698,2468,2505,0-1,8,9,e3e4,e8g8
10699,2654,2533,1-0,5,7,c2c4,b8d7
10696,2515,2578,1-0,"12,13",15,"e1g1,f2e3",e8g8
10694,2552,2534,1-0,"10,11,12,13,14,14,15,15","11,12","e1g1,e1g1,b3d5,b1d2,d5b3,d5b3,b5c6,b5c6","g7f6,a7a6"
10705,2512,2576,0-1,5,6,c2c4,d7d5
10703,2396,2510,1-0,6,7,f3e5,e8g8
10701,2668,2440,1-0,8,10,e1g1,e6c4
10692,2430,2594,0-1,"8,9,10,11,12","6,8,13","e5c6,a4a3,e2e3,f2f3,f1c4","b4a3,b7c6,g6f5"
10702,2609,2666,1/2-1/2,"7,8",11,"e1g1,e1g1",b4c5
10708,2978,2752,1-0,15,-,e1g1,-
10706,2614,2547,1-0,"14,15","4,5","h3h4,h4h5","d7d6,e7e5"
10707,2508,2534,0-1,"10,11,11,12,12","11,12,12","f1d3,e1g1,e1g1,e1g1,e1g1","b6d8,e8g8,e8g8"
10709,2568,2625,0-1,8,"12,12,13,14",a2a4,"e4f6,e4f6,e4f6,b7b6"
10711,2407,2550,0-1,9,"5,6,7,8,9",e1g1,"e8g8,e8g8,e6d5,a7a6,e8g8"
10712,2486,2551,1-0,6,-,d1a4,-
10714,2621,2466,0-1,4,5,d2d4,e8g8
10715,2431,2518,0-1,"9,10","10,11,11,12,12","b5c4,e1g1","f8e7,e8g8,e8g8,e8g8,e8g8"
