Id,WhiteElo,BlackElo,Result,WhiteAttackIncrease,BlackAttackIncrease,WhiteCentralizationIncrease,BlackCentralizationIncrease
80059,1856,1851,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80057,1865,1817,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80054,1589,1517,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
80055,1993,2019,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80062,1939,2020,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1","1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80061,1177,1191,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1","1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80058,1386,1358,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80064,1476,1381,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
80067,2020,1981,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80066,1936,1833,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80065,1572,1547,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80063,1447,1436,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80069,1174,1126,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
80070,1805,1803,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1"
80068,1426,1422,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80072,1971,1929,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80075,1519,1534,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80074,1629,1383,0-1,"1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80078,1398,1415,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80076,1645,1720,0-1,"1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80079,1290,1331,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80073,1088,1093,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80071,841,890,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
80082,1762,1773,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80081,2139,2116,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80080,1260,1351,0-1,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80077,1413,1470,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
80089,1665,1631,0-1,"1,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1"
80085,1508,1603,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80083,1511,1352,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80088,1868,1832,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80087,1728,1764,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80091,1647,1612,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80084,1360,1335,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80090,1255,1500,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80093,2254,2253,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80086,1999,1942,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1","1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1"
80094,1490,1525,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
80097,1625,1595,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
80099,1711,1696,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
80100,1305,1370,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80092,1081,1115,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1"
80095,1242,1306,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0","0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80098,1142,1119,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80096,715,641,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1"
80101,1800,1811,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80102,1108,1199,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
80104,1292,1317,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80109,1631,1437,1-0,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80107,1252,1114,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80110,1668,1675,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80105,1557,1568,1-0,"1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0"
80108,873,894,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
80106,1638,1515,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80111,1538,1666,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80112,1639,1618,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80113,1349,1298,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
80103,629,534,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80116,765,916,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80118,2089,2008,1/2-1/2,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80117,1453,1478,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80120,1285,1295,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80121,1491,1550,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80119,1066,1149,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80124,1494,1473,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80127,1036,1072,1-0,"1,0,1,0,1,0,0,0,0","0,1,0,1,0,0,0,0,0","1,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0"
80115,1226,1189,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1"
80114,1112,1079,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80126,1392,1289,0-1,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80122,1161,1047,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0","1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80128,1698,1709,1/2-1/2,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
80125,1864,1776,1-0,"1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80123,1008,954,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80131,2180,2043,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0","1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
80130,1962,1791,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80132,1446,1435,1-0,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80129,1537,1453,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
80134,1200,1252,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80136,1018,988,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1"
80135,1084,968,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0"
