Id,WhiteElo,BlackElo,Result,WhiteAttackIncrease,BlackAttackIncrease,WhiteCentralizationIncrease,BlackCentralizationIncrease
73078,1445,1477,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
73073,895,896,0-1,"1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1"
73085,1198,1191,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
73087,1763,1749,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73072,1137,1137,0-1,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
73088,1831,1822,0-1,"1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73083,1285,1270,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73090,1189,1119,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
73086,1616,1570,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73094,1423,1461,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0","0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73095,1522,1522,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73092,1964,1960,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73091,1559,1547,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73089,1363,1247,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
73099,1755,1795,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73098,1287,1211,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
73096,1228,1252,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1"
73093,2035,1963,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73097,856,812,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73101,777,804,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
73103,1210,1270,0-1,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
73081,1210,1258,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0"
73100,726,796,1-0,"1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73102,1103,1181,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73108,1911,1936,0-1,"1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
73105,1732,1770,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
73111,1522,1658,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73107,1847,1851,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1"
73104,1641,1688,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73106,1225,1249,1-0,"1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
73115,1861,1716,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73114,1125,1123,1/2-1/2,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73110,1724,1710,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
73118,1649,1761,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73109,1481,1450,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
73116,1207,1274,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1","1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
73117,1772,2003,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0"
73112,1061,1222,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0","1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73120,1488,1615,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73113,1355,1350,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
73125,1553,1597,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73121,1845,1882,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73129,2297,2283,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
73126,1499,1393,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
73122,1412,1405,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0"
73119,1850,1851,1-0,"1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73128,1644,1633,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
73123,1125,1119,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
73132,2031,2044,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
73133,1435,1451,1/2-1/2,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1"
73130,1734,1715,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73131,1417,1495,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73124,1162,1141,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0"
73135,1416,1560,1-0,"1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73136,1658,1615,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1","0,1,0,1,0,1,0,0,0,1,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,1","0,1,0,0,0,0,0,0,0,0,0,0,0"
73138,1850,1857,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
73139,1993,1981,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73134,1533,1553,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73142,1304,1293,1/2-1/2,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0"
73127,1251,1204,1-0,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0"
73141,1273,1422,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
73145,2196,2103,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73140,2086,2081,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
73148,1940,2003,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1"
73146,1856,1804,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73147,1656,1684,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0"
73144,1921,1928,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73143,1499,1412,1-0,"1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73153,1521,1580,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73151,1466,1365,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73150,1858,1870,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1"
73152,1553,1488,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
73154,1455,1487,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1"
73149,1486,1495,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
73137,800,678,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73157,1161,1160,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
73159,1898,1892,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1"
73160,1535,1476,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
73164,1656,1573,0-1,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73162,1461,1452,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
